code,name,latitude,longitude,Z,FindNearestRank,DistanceKilometers,Direction
6380,Parc J.-Arthur-Champagne (de Chambly / du Mont-Royal),45.551584,-73.561916,47,1,9.72533674921322e-003,N
6279,Louis-Hébert / Bélanger,45.55158518908433,-73.59916493296623,56,1,9.05587925863057e-003,N
6358,1ère  avenue /St-Zotique,45.551937362101,-73.59392791986465,59,1,7.32351856994807e-003,S
6737,Jacques-Casault / Christophe-Colomb,45.552123,-73.630103,43,1,9.14791416617939e-003,SE
6398,Desjardins / de Rouen,45.55223975957034,-73.54412734508514,21,1,6.53000456371741e-003,NW
6919,10e Avenue / Rosemont,45.552649,-73.581185,70,1,8.31065653682217e-003,NW
6376,16e avenue / St-Joseph,45.55292309731551,-73.56575198471546,49,1,6.37085201138089e-003,W
7017,Bennett / Ste-Catherine,45.55302673666147,-73.53238195180893,15,1,1.29853500378894e-002,NE
6925,Louis-Hébert / Jean-Talon,45.553139429376344,-73.60271081328392,52,1,1.61515603649272e-003,S
6397,Marché Maisonneuve,45.55319389744088,-73.5398143529892,18,1,7.85770204608426e-003,S
6360,8e avenue / Beaubien,45.553215,-73.58752,63,1,1.01223716134281e-002,S
6374,Laurier / 15e avenue,45.553215158882175,-73.569495677948,52,1,1.21212682345242e-002,SW
6412,Complexe sportif Claude-Robillard (Émile-Journault),45.553262,-73.638615,37,1,9.76798278690253e-003,NE
6417,Desjardins / Hochelaga,45.553490653554725,-73.54829013347626,25,1,6.59108047591664e-003,NW
6383,Bourbonnière / du Mont-Royal,45.55357073967113,-73.56049418449402,46,1,6.84322720957393e-003,SE
6422,Fleury / Lajeunesse,45.5536,-73.6616,32,1,8.30312572968592e-003,SW
7041,15e avenue / Masson,45.553913774821154,-73.57141882181168,53,1,5.82888568091891e-003,NW
6396,Métro Pie-IX (Pierre-de-Coubertin / Pie-IX),45.55421375524564,-73.55155974626541,30,1,9.46928579341541e-003,SE
7046,15e avenue / Dandurand,45.55479651443991,-73.57432097196579,58,1,4.23875940115776e-003,W
6345,Louis-Hémon / Villeray,45.55496126357668,-73.61073732376097,53,1,8.62279178434138e-003,NW
6703,Jardin Botanique (Pie-IX / Sherbrooke),45.555205239939916,-73.55582308082374,42,1,8.68743798075311e-004,NW
7003,St-Charles / Sauvé,45.5560649285589,-73.65350246429443,41,1,3.99866070209327e-003,SW
6355,Ontario / Sicard,45.55626186680846,-73.53744059801102,19,1,4.80690347203427e-003,W
6736,Basile-Routhier / Gouin,45.55656215749652,-73.67011472582817,22,1,1.36452240364161e-002,SW
6357,12e avenue / St-Zotique,45.556905,-73.58925,59,1,7.29150564732586e-003,SE
6370,"d'Orléans / Masson",45.557192,-73.569847,52,1,1.18837624014114e-002,N
6006,18e avenue / Rosemont,45.55789545752947,-73.5765291005373,60,1,5.98993618304598e-003,NE
6076,Ville-Marie / Ste-Catherine,45.55792114867545,-73.52914720773697,14,1,1.59400396854224e-003,W
6033,16e avenue / Beaubien,45.55846014650325,-73.58342975378036,62,1,1.17630146911189e-002,NE
6710,de la Roche / Fleury,45.558999740253725,-73.6584135890007,33,1,7.75722093678501e-003,SE
6395,Pierre-de-Coubertin / Aird,45.559017919299556,-73.54848057031631,27,1,8.15180441769253e-003,SW
6347,Métro St-Michel (Shaughnessy / St-Michel),45.559199,-73.599658,50,1,6.83139384394852e-003,SE
6720,Ontario / Viau,45.5594818,-73.535496,18,1,1.28619461138388e-002,NE
6930,Paul Boutet / des Regrattiers,45.55984236120471,-73.61544728279114,50,1,6.11682855508481e-003,SE
6726,Hamel / Sauvé,45.560742,-73.65041,40,1,1.01634230218222e-002,N
6735,François-Perrault / L.-O.-David,45.56129965944617,-73.6014300584793,50,1,5.9411784023654e-003,S
6704,19e avenue / St-Zotique,45.561594,-73.585643,57,1,8.19623760958567e-003,N
7023,CHSLD St-Michel (Jarry / 8e avenue),45.561690269046075,-73.61051201820374,50,1,7.86923291399098e-003,E
6701,de Marseille / Viau,45.5639212,-73.5489124,29,1,5.45918570188952e-003,NW
6716,Francis / Fleury,45.563947,-73.655573,33,1,4.23741761961207e-003,W
6731,28e avenue / Rosemont,45.564353,-73.571244,56,1,2.48910209432789e-003,N
6723,26e avenue / Beaubien,45.564944,-73.577639,59,1,8.23598933975475e-003,NW
7005,Marquette / Fleury,45.56735205736566,-73.65378744900227,36,1,7.31656142744242e-003,SE
6713,30e avenue / St-Zotique,45.56822507,-73.57943594,53,1,1.20895594291088e-002,SE
6702,"Chauveau / de l'Assomption",45.569789,-73.548081,30,1,3.43590615056127e-003,W
6730,35e avenue / Beaubien,45.570081,-73.573047,51,1,1.08561233867358e-002,SW
6722,Pierre-de-Coubertin / Louis-Veuillot,45.57278890699134,-73.54031324386597,28,1,1.20380191605055e-002,SW
6753,St-Zotique / 39e avenue,45.573541425148306,-73.5749227526685,49,1,6.00932818199821e-003,W
7009,CHSLD Benjamin-Victor-Rousselot (Dickson / Sherbrooke),45.573797819677914,-73.55034470558167,32,1,7.71881998940389e-003,SW
6226,Hôpital Maisonneuve-Rosemont (Rosemont / Chatelain),45.575707,-73.561562,41,1,1.21686773972471e-002,SE
7075,CHSLD Éloria-Lepage (de la Pépinière / de Marseille),45.57694445420869,-73.54045271873474,30,1,8.21235118572222e-003,S
6721,Métro Cadillac (Sherbrooke / de Cadillac),45.57713595014113,-73.54628920555115,33,1,6.59497829620942e-003,SE
7044,Hôpital Santa Cabrini (St-Zotique / Jeanne-Jugan),45.5793249650848,-73.5705041885376,43,1,8.79013378966773e-003,NE
6739,de Repentigny / Sherbrooke,45.58077,-73.544766,33,1,7.31610353542125e-003,N
7016,Métro Langelier (Sherbrooke / Langelier),45.582757156033914,-73.54244291782379,33,1,7.01083565395246e-003,SW
